ProductSubcategoryName,ProductCategoryName,ProductName,ProfitAmount,SaleAmount,SalesQuantity,ArticleKey
JEUX ESSUIE GLACE,DIVERS,DIVERS,100.0,13.888916666666667,1.0,1712
PARE-BRISE V (CLIM AUTO/REG.VIN),RENAULT,DIVERS,0.0,157.19166666666666,0.0,1713
Kit PB Vert + accessoires,AGC,DIVERS,0.0,189.29166666666669,0.0,1714
Pare-brise vert,AGC,DIVERS,0.0,272.2916666666667,0.0,1715
Pare-brise vert,AGC,DIVERS,0.0,333.90000000000003,0.0,1716
2 pneus 195/65/15 91T 4 Saisons,DIVERS,DIVERS,100.0,138.88891666666666,0.0,1717
Enjoliveur pare-brise,AGC,DIVERS,0.0,16.166666666666668,0.0,1718
Pare-brise vert,AGC,DIVERS,0.0,307.7583333333333,0.0,1719
Pare-brise vert,AGC,DIVERS,0.0,224.58333333333334,0.0,1720
JOINT SUP PARE-BRISE,RENAULT,DIVERS,0.0,36.641666666666666,0.0,1721
Pare-brise clair,AGC,DIVERS,0.0,411.475,0.0,1722
Enjoliveur pare-brise,AGC,DIVERS,0.0,70.0,0.0,1723
Kit PB Vert + accessoires,AGC,DIVERS,0.0,161.69166666666666,0.0,1724
PARE-BRISE,MERCEDES,DIVERS,0.0,193.95833333333334,0.0,1725
 8 PNEUS 195/55/16 A EMPORTER ,DIVERS,DIVERS,100.0,277.77775,0.0,1726
Pare-brise vert,DIVERS,DIVERS,100.0,308.53333333333336,0.0,1727
Pare-brise vert dégradé gris,AGC,DIVERS,0.0,238.60833333333332,0.0,1728
1 PONT ARRIER ,DIVERS,DIVERS,100.0,447.9166666666667,0.0,1729
PARE-BRISE V (ELECTROCHROME),FORD (EU),DIVERS,0.0,361.9666666666667,0.0,1730
Pare-brise vert,AGC,DIVERS,0.0,322.0083333333334,0.0,1731
2 pneus 215/65/15c,DIVERS,DIVERS,100.0,131.94441666666668,0.0,1732
2PNEUS 215/40/17,DIVERS,DIVERS,100.0,104.16666666666667,0.0,1733
PARE-BRISE V CAPTEUR PLUIE (YC ENJOL.),FORD (EU),DIVERS,0.0,442.4666666666667,0.0,1734
2 PNEUS 225/55/18,DIVERS,DIVERS,100.0,125.0,0.0,1735
PARE-BRISE V CHAUFFANT CAPTEUR PLUIE (YC ENJOL.),FORD (EU),DIVERS,0.0,822.1333333333333,0.0,1736
2 pneus 195/55/16,DIVERS,DIVERS,100.0,83.33333333333334,0.0,1737
PARE-BRISE V (AVEC REGARD VIN),VOLKSWAGEN,DIVERS,0.0,257.44166666666666,0.0,1738
2 PNEUS 195/75/16C,DIVERS,DIVERS,100.0,111.11108333333334,1.0,1739
2 pneus 205/65/16c michelin,DIVERS,DIVERS,100.0,180.55558333333335,0.0,1740
Lunette AR teintée vert,PILKINGTON (EUROCODE),DIVERS,0.0,376.5833333333333,0.0,1741
PARE-BRISE V CAPTEUR PLUIE (ALLUM. FEU AUTO),RENAULT,DIVERS,0.0,332.48333333333335,1.0,1742
Enjoliveur pare-brise,AGC,DIVERS,0.0,12.258333333333335,0.0,1743
JOINT PARE-BRISE INF,NISSAN,DIVERS,0.0,54.78333333333333,0.0,1744
Pare-brise vert,AGC,DIVERS,0.0,199.49166666666667,0.0,1745
1 MONTAGE PNEU 215/70/15C,DIVERS,DIVERS,100.0,20.833333333333336,0.0,1746
JOINT INF PARE-BRISE,VOLKSWAGEN,DIVERS,0.0,35.74166666666667,0.0,1747
PARE-BRISE V CAPTEUR PLUIE (YC JOINT INF),VOLKSWAGEN,DIVERS,0.0,380.7666666666667,0.0,1748
2 PNEUS 195/70/15C intertrac,DIVERS,DIVERS,100.0,118.05558333333333,0.0,1749
2 PNEUS 215/70/15C,DIVERS,DIVERS,100.0,69.44441666666667,0.0,1750
2 PNEUS 215/45/17,DIVERS,DIVERS,100.0,90.27775,0.0,1751
CHANGEMENT DE DEFLECTEUR AVG,DIVERS,DIVERS,100.0,125.0,0.0,1752
1 DECALAMINAGE ,DIVERS,DIVERS,100.0,41.66666666666667,0.0,1753
ENJOLIVEUR INF PARE-BRISE,VOLKSWAGEN,DIVERS,0.0,28.900000000000002,1.0,1754
Pare-brise vert,AGC,DIVERS,0.0,253.10000000000002,0.0,1755
ENJOLIVEUR SUP PARE-BRISE,PEUGEOT,DIVERS,0.0,19.775000000000002,0.0,1756
PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (YC EMBASE/EQUIP.CAMERA),VOLKSWAGEN,DIVERS,0.0,358.975,0.0,1757
PARA OFFERT ,DIVERS,DIVERS,100.0,0.0,0.0,1758
PARE-BRISE V (+CALES/ELECTROCHROME),PEUGEOT,DIVERS,0.0,310.95,3.0,1759
1 PNEU 225/45/17 MICHELIN,DIVERS,DIVERS,100.0,83.33333333333334,0.0,1760
PARE-BRISE V (SANS RETRO INTERIEUR),FORD (EU),DIVERS,0.0,322.9666666666667,0.0,1761
2 PNEUS 195/60/16C,DIVERS,DIVERS,100.0,97.22225,0.0,1762
Pare-brise clair dégradé bleu,PILKINGTON (EUROCODE),DIVERS,0.0,381.85833333333335,0.0,1763
Pare-brise clair,AGC,DIVERS,0.0,513.6666666666666,0.0,1764
MAIN D'OEUVRE CHANGEMENT PNEU ,DIVERS,DIVERS,100.0,20.833333333333336,0.0,1765
MO CHANGEMENT PNEU,DIVERS,DIVERS,100.0,20.833333333333336,0.0,1766
JOINT PARE-BRISE,BMW,DIVERS,0.0,21.375,1.0,1767
2 pneus 215/65/16c,DIVERS,DIVERS,100.0,104.16666666666667,0.0,1768
Cales pare-brise,PILKINGTON (EUROCODE),DIVERS,0.0,5.750000000000001,0.0,1769
JOINT PARE-BRISE INF,PEUGEOT,DIVERS,0.0,7.324999999999999,0.0,1770
Pare-brise clair,AGC,DIVERS,0.0,278.9166666666667,0.0,1771
2 PNEUS 215/40/18,DIVERS,DIVERS,100.0,125.0,0.0,1772
JOINT PARE-BRISE INF,PEUGEOT,DIVERS,0.0,59.333333333333336,0.0,1773
2 PNEUS 205/70/15C,DIVERS,DIVERS,100.0,97.22225,1.0,1774
1 JEUX PLQUETTE AR,DIVERS,DIVERS,100.0,121.52775000000001,0.0,1775
MO MONTAGE PLAQUETTE,DIVERS,DIVERS,100.0,34.72225,0.0,1776
PNEUS 255/50/19,DIVERS,DIVERS,100.0,312.5,0.0,1777
Enjoliveur pare-brise,PILKINGTON (EUROCODE),DIVERS,0.0,14.825,0.0,1778
MONTAGE 2 PNEUS,DIVERS,DIVERS,100.0,0.0,0.0,1779
Enjoliveur pare-brise,AGC,DIVERS,0.0,39.891666666666666,0.0,1780
vidange filtre a aire filtre a huil,DIVERS,DIVERS,100.0,86.80558333333335,0.0,1781
DISQUE ET PLAQUETTES AV ET AR,DIVERS,DIVERS,100.0,55.55558333333334,0.0,1782
2 PNEUS 235/60/18,DIVERS,DIVERS,100.0,90.27775,1.0,1783
NETOYAGE FAP,DIVERS,DIVERS,100.0,41.66666666666667,0.0,1784
CHANGEMENT BIELLETTE,DIVERS,DIVERS,100.0,27.77775,0.0,1785
Pare-brise vert,AGC,DIVERS,0.0,218.85000000000002,0.0,1786
Pare-brise vert dégradé gris,AGC,DIVERS,0.0,361.225,0.0,1787
ENJOLIVEUR SUP PARE-BRISE,FORD (EU),DIVERS,0.0,21.575000000000003,0.0,1788
Pare-brise vert,AGC,DIVERS,0.0,317.31666666666666,0.0,1789
2 PNEUS 215/50/17,DIVERS,DIVERS,100.0,97.22225,0.0,1790
PARE-BRISE V ATHERMIQUE (+EMBASE+ENJOL.INF/REG.VIN),SEAT,DIVERS,0.0,621.0916666666667,0.0,1791
ensseigne 4x3 firststop pose comprise,DIVERS,DIVERS,100.0,0.0,0.0,1792
goodyear 255/55/18,DIVERS,DIVERS,100.0,0.0,0.0,1793
Enjoliveur pare-brise,PILKINGTON (EUROCODE),DIVERS,0.0,78.525,0.0,1794
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,327.25,0.0,1795
PARE-BRISE TEINTÉ VERT INFINITI Q50 V37 CAPTEUR DE PLUIE 13-,DIVERS,DIVERS,100.0,407528.3333333334,0.0,1796
PARE-BRISE TEINTÉ VERT INFINITI Q50 V37 CAPTEUR DE PLUIE 13-,DIVERS,DIVERS,100.0,407.7833333333333,0.0,1797
REMPLACEMENT : PARE-BRISE INFINITI Q50 V37,DIVERS,DIVERS,100.0,65.83333333333334,0.0,1798
Enjoliveur pare-brise,PILKINGTON (EUROCODE),DIVERS,0.0,39.25,0.0,1799
Pare-brise vert,AGC,DIVERS,0.0,255.94166666666666,0.0,1800
Enjoliveur pare-brise,PILKINGTON (EUROCODE),DIVERS,0.0,20.016666666666666,0.0,1801
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,177.66666666666666,0.0,1802
ENJOLIVEUR SUP PARE-BRISE,MERCEDES,DIVERS,0.0,59.09166666666667,0.0,1803
Pare-brise clair,PILKINGTON (EUROCODE),DIVERS,0.0,720.4833333333333,0.0,1804
PARE-BRISE V CAPTEUR PLUIE (ASS.CONDUCTEUR/ELECTROCHR),SKODA,DIVERS,0.0,442.5,0.0,1805
Pare-brise vert dégradé gris,PILKINGTON (EUROCODE),DIVERS,0.0,258.6166666666667,1.0,1806
Pare-brise vert,AGC,DIVERS,0.0,344.1666666666667,0.0,1807
Pare-brise clair,PILKINGTON (EUROCODE),DIVERS,0.0,218.5,0.0,1808
Pare-brise vert solar,PILKINGTON (EUROCODE),DIVERS,0.0,210.55,0.0,1809
PARE-BRISE RENAULT CLIO ,DIVERS,DIVERS,100.0,152.77775000000003,0.0,1810
LUNETTE RENAULT CLIO ,DIVERS,DIVERS,100.0,159.72225,0.0,1811
PARE-BRISE RENAULT TWINGO,DIVERS,DIVERS,100.0,173.61108333333334,0.0,1812
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,490.20000000000005,1.0,1813
Agrafes pare-brise,PILKINGTON (EUROCODE),DIVERS,0.0,48.575,0.0,1814
PARE-BRISE MERCEDES SPRINTER ,DIVERS,DIVERS,100.0,243.05558333333335,0.0,1815
2 pneus 185/55/15,DIVERS,DIVERS,100.0,76.38891666666667,0.0,1816
2 pneus NECELLE 215/70/15C,DIVERS,DIVERS,100.0,111.11108333333334,0.0,1817
3 ROUES DE SECOURS ,DIVERS,DIVERS,100.0,125.0,0.0,1818
3 REPARATION PNEUS ,DIVERS,DIVERS,100.0,20.833333333333336,0.0,1819
Pare-brise clair,PILKINGTON (EUROCODE),DIVERS,0.0,421.5333333333333,0.0,1820
Joint de pare-brise,PILKINGTON (EUROCODE),DIVERS,0.0,54.583333333333336,0.0,1821
PARE BRISE V CAPTEUR PLUIE,DIVERS,DIVERS,100.0,439.0,0.0,1822
Pare-brise vert solar,DIVERS,DIVERS,100.0,443.23333333333335,14.0,1823
JOINT INF ET JOINT SUP ,DIVERS,DIVERS,100.0,62.458333333333336,0.0,1824
Pare-brise clair,AGC,DIVERS,0.0,267.98333333333335,0.0,1825
PARE-BRISE V CAPTEUR PLUIE (REG.VIN),RENAULT,DIVERS,0.0,142.51666666666668,0.0,1826
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,200.53333333333333,0.0,1827
Pare-brise vert,AGC,DIVERS,0.0,347.03333333333336,0.0,1828
Pare-brise vert dégradé gris,PILKINGTON (EUROCODE),DIVERS,0.0,207.33333333333334,0.0,1829
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,478.61666666666673,3.0,1830
PARE-BRISE V (CLOISON VITRE),RENAULT,DIVERS,0.0,247.68333333333337,0.0,1831
PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (YC JOINTS),CITROEN,DIVERS,0.0,475.40000000000003,1.0,1832
PARE-BRISE V (YC ENJ.INF/REGARD No CHAS),VOLKSWAGEN,DIVERS,0.0,361.33333333333337,0.0,1833
Pare-brise vert dégradé gris,AGC,DIVERS,0.0,275.8833333333333,0.0,1834
2 pneus 155/65/14,DIVERS,DIVERS,100.0,69.44441666666667,1.0,1835
Pare-brise vert dégradé vert,PILKINGTON (EUROCODE),DIVERS,0.0,197.01666666666665,0.0,1836
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,279.325,0.0,1837
JOINT INF PARE-BRISE,FORD (EU),DIVERS,0.0,39.65833333333334,0.0,1838
Pare-brise vert solar,PILKINGTON (EUROCODE),DIVERS,0.0,398.5,0.0,1839
OPTIQUE TRIPLE D (AVEC AMPOULES),PEUGEOT,DIVERS,0.0,225.03333333333336,0.0,1840
Pare-brise vert,AGC,DIVERS,0.0,435.50000000000006,0.0,1841
PARE-BRISE V ATHERMIQUE,OPEL,DIVERS,0.0,293.75,0.0,1842
2 PNEUS 140/70/14 RF 68S TL TOURNEE,DIVERS,DIVERS,100.0,222.22225,0.0,1843
4 pneus 205/50/16,DIVERS,DIVERS,100.0,152.77775000000003,0.0,1844
main d'oeuvre vidange ,DIVERS,DIVERS,100.0,55.55558333333334,0.0,1845
Projecteur HALOGENE gauche,VALEO (Refs longues),DIVERS,0.0,298.1666666666667,0.0,1846
Projecteur HALOGENE droit,VALEO (Refs longues),DIVERS,0.0,298.1666666666667,0.0,1847
4 PNEUS 225/50/17 ,DIVERS,DIVERS,100.0,291.6666666666667,0.0,1848
Joint de pare-brise,PILKINGTON (EUROCODE),DIVERS,0.0,148.48333333333335,0.0,1849
Pare-brise vert dégradé bleu,PILKINGTON (EUROCODE),DIVERS,0.0,259.025,0.0,1850
GLACE MOBILE V PTE AVD,HYUNDAI,DIVERS,0.0,102.45833333333334,0.0,1851
PARE-brise vert solar,DIVERS,DIVERS,100.0,208.07500000000002,0.0,1852
Enjoliveur pare-brise,PILKINGTON (EUROCODE),DIVERS,0.0,11.525,0.0,1853
Enjoliveur pare-brise,PILKINGTON (EUROCODE),DIVERS,0.0,11.525,0.0,1854
Pare-brise vert solar,PILKINGTON (EUROCODE),DIVERS,0.0,363.20833333333337,1.0,1855
Enjoliveur pare-brise,PILKINGTON (EUROCODE),DIVERS,0.0,40.40833333333334,0.0,1856
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,206.45000000000002,0.0,1857
Enjoliveur pare-brise,AGC,DIVERS,0.0,15.491666666666667,0.0,1858
PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (CLIM AUTO/TETE HAUTE),BMW,DIVERS,0.0,496.41666666666674,0.0,1859
Pare-brise clair,PILKINGTON (EUROCODE),DIVERS,0.0,274.1333333333333,0.0,1860
9 pneus 215/70/15c,DIVERS,DIVERS,100.0,468.75,0.0,1861
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,300.5833333333333,0.0,1862
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,473.47499999999997,1.0,1863
Pare-brise vert,AGC,DIVERS,0.0,344.10833333333335,0.0,1864
Pare-brise clair,PILKINGTON (EUROCODE),DIVERS,0.0,772.8000000000001,1.0,1865
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,210.6916666666667,0.0,1866
pare brise ford transit,DIVERS,DIVERS,100.0,0.0,0.0,1867
Enjoliveur pare-brise,PILKINGTON (EUROCODE),DIVERS,0.0,21.908333333333335,0.0,1868
PARE-BRISE V CAPTEUR PLUIE (GESTION VITESSE ET TRAFIC),RENAULT,DIVERS,0.0,520.6166666666667,0.0,1869
GLACE FIXE V CUSTODE D (YC ENJOL.CHROME/SURTEINTE),FORD (EU),DIVERS,0.0,216.66666666666669,0.0,1870
Enjoliveur pare-brise,PILKINGTON (EUROCODE),DIVERS,0.0,31.150000000000002,0.0,1871
PARE-BRISE V CAPTEUR PLUIE,NISSAN,DIVERS,0.0,409.0416666666667,0.0,1872
2 pneu 205/65/16c,DIVERS,DIVERS,100.0,111.11108333333334,0.0,1873
PARE-BRISE V,MERCEDES,DIVERS,0.0,213.35833333333332,0.0,1874
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,332.3416666666667,0.0,1875
PARE-BRISE V CAPTEUR PLUIE (ELECTROCHROME/ACOUSTIQUE),PEUGEOT,DIVERS,0.0,510.9833333333333,0.0,1876
Kit VOLANT MOTEUR,DIVERS,DIVERS,100.0,444.4444166666667,0.0,1877
Main d'oeuvre,DIVERS,DIVERS,100.0,347.22225000000003,0.0,1878
MONTAGE PARE-BRISE IVECO CARGO ,DIVERS,DIVERS,100.0,111.11108333333334,0.0,1879
PARE BRISE SPRINTER,DIVERS,DIVERS,100.0,243.05558333333335,0.0,1880
PARE BRISE TOYOTA SPORTEG,DIVERS,DIVERS,100.0,138.88891666666666,0.0,1881
Enjoliveur pare-brise,PILKINGTON (EUROCODE),DIVERS,0.0,54.1,0.0,1882
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,221.78333333333333,0.0,1883
Retroviseur AVD ,DIVERS,DIVERS,100.0,333.33333333333337,0.0,1884
MAIN D'OEUVRE ,DIVERS,DIVERS,100.0,97.21666666666667,0.0,1885
1 PNEU 215/50/16 FIRESTON,DIVERS,DIVERS,100.0,69.44441666666667,0.0,1886
JOINT PARE-BRISE,SUZUKI-SANTANA,DIVERS,0.0,32.233333333333334,1.0,1887
JOINT PARE-BRISE INF,SUZUKI-SANTANA,DIVERS,0.0,6.858333333333334,0.0,1888
2 PNEUS 195/65/16C,DIVERS,DIVERS,100.0,104.16666666666667,0.0,1889
PARE-BRISE BL ATHERMIQUE,RENAULT,DIVERS,0.0,255.83333333333334,0.0,1890
PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (+EMBAS+JT+CALS/ELECTROCHR),FORD (EU),DIVERS,0.0,1049.2833333333335,0.0,1891
VANNE E.G.R,DIVERS,DIVERS,100.0,138.88891666666666,0.0,1892
CAPTEUR ABS AVD ,DIVERS,DIVERS,100.0,55.55558333333334,0.0,1893
MAIN D'OEUVRE ,DIVERS,DIVERS,100.0,41.66666666666667,0.0,1894
LUNETTE V CHAUFFANTE (SURTEINTEE/RECEP.RADIO),PEUGEOT,DIVERS,0.0,217.175,0.0,1895
JOINT PARE-BRISE INF (DROIT/JT GRILLE D'AUVENT),PEUGEOT,DIVERS,0.0,31.475000000000005,0.0,1896
JOINT PARE-BRISE SUP,PEUGEOT,DIVERS,0.0,39.416666666666664,0.0,1897
1 PNEU 165/55/14,DIVERS,DIVERS,100.0,20.833333333333336,0.0,1898
PARE-BRISE TEINTÉ VERT RENAULT MIDLUM/VOLVO FL 00-,,PARE-BRISE TEINTÉ VERT RENAULT MIDLUM/VOLVO FL 00-,20.0,,,1899
ENJOLIVEUR PARE-BRISE RENAULT MIDLUM 00-,DIVERS,DIVERS,100.0,21.925,0.0,1900
ENJOLIVEUR PARE-BRISE RENAULT MIDLUM 00-,DIVERS,DIVERS,100.0,28.59166666666667,0.0,1901
ENJOLIVEUR PARE-BRISE RENAULT MIDLUM 00-,,ENJOLIVEUR PARE-BRISE RENAULT MIDLUM 00-,20.0,,,1902
Enjoliveur pare-brise,AGC,DIVERS,0.0,32.84166666666667,0.0,1903
JOINT INF PARE-BRISE,NISSAN,DIVERS,0.0,2.9416666666666664,0.0,1904
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,462.2333333333333,0.0,1905
ENJOLIVEUR D PARE-BRISE (ADHESIF),CITROEN,DIVERS,0.0,4.841666666666667,0.0,1906
ENJOLIVEUR G PARE-BRISE (ADHESIF),CITROEN,DIVERS,0.0,2.9833333333333334,0.0,1907
PARE-BRISE V,CITROEN,DIVERS,0.0,350.85,1.0,1908
Kit enjoliveur pare-brise,AGC,DIVERS,0.0,80.45833333333333,0.0,1909
PARE-BRISE V (MODELES AVEC CLIM REGULE),RENAULT,DIVERS,0.0,221.54166666666669,0.0,1910
PARE-BRISE V (YC ENJ.INF/REGARD No CHAS),VOLKSWAGEN,DIVERS,0.0,400.0,2.0,1911
PARE-BRISE V AVEC BANDEAU (YC ENJO.INF),VOLKSWAGEN,DIVERS,0.0,402.5,0.0,1912
transfert de pneu,DIVERS,DIVERS,100.0,24.305583333333335,0.0,1913
transfaire de pneu,DIVERS,DIVERS,100.0,24.305583333333335,0.0,1914
JOINT INF PARE-BRISE,CITROEN,DIVERS,0.0,30.133333333333333,0.0,1915
Pare-brise clair,AGC,DIVERS,0.0,578.6583333333333,0.0,1916
4 pneus michlin 205/55/17,DIVERS,DIVERS,100.0,305.55558333333335,0.0,1917
PARE-BRISE V,RENAULT,DIVERS,0.0,196.30833333333334,0.0,1918
PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (ABSORP.CHALEUR),OPEL,DIVERS,0.0,794.8416666666667,0.0,1919
Pare-brise clair,PILKINGTON (EUROCODE),DIVERS,0.0,539.1833333333334,0.0,1920
Enjoliveur joint glace fixe porte ARD,PILKINGTON (EUROCODE),DIVERS,0.0,20.51666666666667,0.0,1921
changement de pare brise ,DIVERS,DIVERS,100.0,138.88891666666666,0.0,1922
1 PNEU 195/75/16C,DIVERS,DIVERS,100.0,66.66666666666667,1.0,1923
Enjoliveur droit pare-brise,PILKINGTON (EUROCODE),DIVERS,0.0,26.96666666666667,0.0,1924
Enjoliveur gauche pare-brise,PILKINGTON (EUROCODE),DIVERS,0.0,26.96666666666667,0.0,1925
Pare-brise vert solar,PILKINGTON (EUROCODE),DIVERS,0.0,263.4166666666667,0.0,1926
Pare-brise vert solar,PILKINGTON (EUROCODE),DIVERS,0.0,385.31666666666666,1.0,1927
Pare-brise vert dégradé bleu,PILKINGTON (EUROCODE),DIVERS,0.0,316.4333333333334,0.0,1928
PARE-BRISE BL,MERCEDES,DIVERS,0.0,335.35,0.0,1929
Pare-brise vert dégradé gris,PILKINGTON (EUROCODE),DIVERS,0.0,213.35833333333332,0.0,1930
2 pneus 255/45/20,DIVERS,DIVERS,100.0,173.61108333333334,0.0,1931
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,321.75000000000006,0.0,1932
HUIL ET FILTRES,DIVERS,DIVERS,100.0,133.75,0.0,1933
VANNE EGR,DIVERS,DIVERS,100.0,247.22225,0.0,1934
MAIN D'OEUVRE FORFAIT ,DIVERS,DIVERS,100.0,222.22225,0.0,1935
6 PNEUS 195/65/16C,DIVERS,DIVERS,100.0,361.11108333333334,0.0,1936
PARE-BRISE V CAPTEUR PLUIE (CAMERA/ELECTROCHROME),SEAT,DIVERS,0.0,360.50000000000006,0.0,1937
JOINT INF PARE-BRISE,LANCIA,DIVERS,0.0,14.116666666666669,0.0,1938
PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (YC JOINT INF ET CALES),LANCIA,DIVERS,0.0,659.4416666666667,0.0,1939
PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (+EMBASE RETRO/DEGRADE),AUDI,DIVERS,0.0,382.58333333333337,0.0,1940
Pare-brise clair,AGC,DIVERS,0.0,409.9583333333333,0.0,1941
GLACE FIXE V CUSTODE D AVEC ANTENNE (SURTEINTEE),AUDI,DIVERS,0.0,153.58333333333334,0.0,1942
Glace de porte AVD verte,PILKINGTON (EUROCODE),DIVERS,0.0,134.45000000000002,0.0,1943
2 pneus continental 205/65/016c,DIVERS,DIVERS,100.0,180.55558333333335,0.0,1944
Pare-brise vert,AGC,DIVERS,0.0,399.375,0.0,1945
PARE-BRISE V CAPTEUR PLUIE (ACOUST/ MOT.D ET BIODIES.),RENAULT,DIVERS,0.0,469.25000000000006,6.0,1946
ENJOLIVEUR INF PARE-BRISE,AUDI,DIVERS,0.0,25.25,0.0,1947
Enjoliveur pare-brise,AGC,DIVERS,0.0,15.708333333333336,0.0,1948
Pare-brise vert dégradé gris,AGC,DIVERS,0.0,280.125,0.0,1949
Glace de déflecteur AVD verte,PILKINGTON (EUROCODE),DIVERS,0.0,88.53333333333333,0.0,1950
4 PNEUS CONTINENTAL,DIVERS,DIVERS,100.0,555.5555833333334,0.0,1951
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,434.1666666666667,0.0,1952
Pare-brise vert dégradé gris,PILKINGTON (EUROCODE),DIVERS,0.0,761.2166666666667,0.0,1953
Pare-brise vert solar,PILKINGTON (EUROCODE),DIVERS,0.0,297.6833333333334,0.0,1954
Pare-brise vert,AGC,DIVERS,0.0,385.30833333333334,0.0,1955
Pare-brise vert,AGC,DIVERS,0.0,442.125,0.0,1956
Pare-brise vert solar,PILKINGTON (EUROCODE),DIVERS,0.0,502.5083333333333,0.0,1957
PARE-BRISE V (ADAPTABLE/SANS N° FABRICA),RENAULT,DIVERS,0.0,182.08333333333334,0.0,1958
Pare-brise vert,AGC,DIVERS,0.0,204.55,0.0,1959
PARE-BRISE V CAPTEUR PLUIE,MERCEDES,DIVERS,0.0,193.37500000000003,0.0,1960
CHANGEMENT PARE BRISE ,DIVERS,DIVERS,100.0,208.33333333333334,0.0,1961
Pare-brise bleu dégradé gris,AGC,DIVERS,0.0,234.0916666666667,0.0,1962
2 COUPELLE ,DIVERS,DIVERS,100.0,69.44441666666667,2.0,1963
2 CACHE RETRO ,DIVERS,DIVERS,100.0,28.47225,0.0,1964
Pare-brise clair,PILKINGTON (EUROCODE),DIVERS,0.0,430.66666666666663,0.0,1965
PARE-BRISE TEINTÉ VERT BMW SÉRIE 1E87 BERLINE ET CABRIOLET CAPTEUR DE PLUIE 04-11,DIVERS,DIVERS,100.0,173.65275,0.0,1966
JOINT PARE-BRISE,FIAT,DIVERS,0.0,69.80833333333334,0.0,1967
Pare-brise clair,AGC,DIVERS,0.0,302.02500000000003,0.0,1968
Agrafes pare-brise,PILKINGTON (EUROCODE),DIVERS,0.0,426.92499999999995,0.0,1969
Pare-brise vert solar,PILKINGTON (EUROCODE),DIVERS,0.0,193.55833333333334,0.0,1970
Pare-brise vert solar,PILKINGTON (EUROCODE),DIVERS,0.0,507.25000000000006,1.0,1971
Pare-brise clair,AGC,DIVERS,0.0,446.225,0.0,1972
vitre mobile arg renault clio ,DIVERS,DIVERS,100.0,90.27775,0.0,1973
main d'oeuvre remorque,DIVERS,DIVERS,100.0,48.61108333333333,0.0,1974
jeus de plaquettr AR MO,DIVERS,DIVERS,100.0,55.55558333333334,0.0,1975
Pare-brise vert solar,PILKINGTON (EUROCODE),DIVERS,0.0,409.44166666666666,0.0,1976
2 pneus 225/50/17 michelin,DIVERS,DIVERS,100.0,180.55558333333335,0.0,1977
10 litre huilr 5w30,DIVERS,DIVERS,100.0,0.0,0.0,1978
10 litre liquide refroidisement ,DIVERS,DIVERS,100.0,0.0,0.0,1979
joint spi,DIVERS,DIVERS,100.0,0.0,0.0,1980
Rampe de Retour Gazoil,DIVERS,DIVERS,100.0,0.0,0.0,1981
main d'oeuvre ,DIVERS,DIVERS,100.0,0.0,0.0,1982
forfait pieces et main d'oeuvre,DIVERS,DIVERS,100.0,1356.9444166666667,0.0,1983
JOINT LUNETTE (MONTAGE LUNETTE FIXE),RENAULT,DIVERS,0.0,66.625,0.0,1984
Lunette AR teintée vert,PILKINGTON (EUROCODE),DIVERS,0.0,226.31666666666666,0.0,1985
Pare-brise vert,AGC,DIVERS,0.0,393.6666666666667,0.0,1986
PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (ABSORPTION THERMIQUE),OPEL,DIVERS,0.0,339.06666666666666,0.0,1987
EMPLACEMENT FAP PIECES ET MAIN D'OEUVRE,DIVERS,DIVERS,100.0,472.22225000000003,0.0,1988
Pare-brise clair,AGC,DIVERS,0.0,191.98333333333335,0.0,1989
PARE-BRISE V,RENAULT,DIVERS,0.0,237.04166666666666,0.0,1990
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,984.6416666666667,2.0,1991
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,422.0583333333334,0.0,1992
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,382.33333333333337,0.0,1993
